100872894RR0001,2016-12-31,1,1,,,,,,,,,12,41082,57281
100875244RR0001,2016-03-31,4,3,1,,,,,,,,,,136001
100876143RR0001,2016-05-31,,,,,,,,,,,6,29685,29685
100876481RR0001,2016-03-31,6,5,1,,,,,,,,20,56160,260186
100876499RR0001,2016-03-31,17,17,,,,,,,,,,,400278
100876531RR0001,2016-12-31,13,3,6,1,,,,,,,162,988465,1518999
100876622RR0001,2016-12-31,,,,,,,,,,,,,
100876630RR0001,2016-03-31,3,3,,,,,,,,,12,194887,296057
100876689RR0001,2016-03-31,13,9,1,,,,,,,,,,382013
100876887RR0001,2016-04-30,5,1,1,,,,,,,,2,5584,160710
100876903RR0001,2016-12-31,23,,10,,,,,,,,91,366073,1441802
100877505RR0001,2016-03-31,2,1,1,,,,,,,,5,63677,153854
100877513RR0001,2016-03-31,3,,3,,,,,,,,13,289571,439736
100877539RR0001,2016-03-31,6,5,1,,,,,,,,1,5447,197881
100877547RR0001,2016-03-31,8,7,1,,,,,,,,2,82669,365409
100877570RR0001,2016-08-31,3,2,1,,,,,,,,4,29450,157888
100877596RR0001,2016-03-31,7,4,,,,,,,,,3,25757,156320
100877802RR0001,2016-03-31,,,,,,,,,,,,,
100877810RR0001,2016-03-31,6,4,2,,,,,,,,2,10796,250532
100877828RR0001,2016-12-31,,,,,,,,,,,4,38587,38587
100878032RR0001,2016-06-30,3,3,,,,,,,,,1,2734,102517
100878115RR0001,2016-12-31,1,1,,,,,,,,,1,,30142
100878123RR0001,2016-06-30,19,,9,1,,,,,,,14,256071,1434330
100878743RR0001,2016-03-31,4,2,2,,,,,,,,3,12323,160131
100878776RR0001,2016-03-31,18,8,1,1,,,,,,,22,298496,1114855
100878784RR0001,2016-03-31,5,5,,,,,,,,,4,61522,237943
100878792RR0001,2016-03-31,4,3,1,,,,,,,,3,13503,171771
100878800RR0001,2016-08-31,,,,,,,,,,,2,11424,11424
100878818RR0001,2016-03-31,2,2,,,,,,,,,,,58293
100878826RR0001,2016-03-31,4,4,,,,,,,,,,,125999
100878834RR0001,2016-03-31,7,6,1,,,,,,,,,,260065
100879576RR0001,2016-03-31,3,2,1,,,,,,,,5,42466,190892
100879923RR0001,2016-03-31,,,,,,,,,,,9,152302,152302
100880608RR0001,2016-09-30,,,,,,,,,,,4,64622,64622
100880699RR0001,2016-03-31,6,,,,,,,,,,,171998,171998
100880822RR0001,2016-03-31,7,1,6,,,,,,,,,,400123
100881333RR0001,2016-03-31,16,15,1,,,,,,,,,,515083
100882703RR0001,2016-12-31,,,,,,,,,,,,,
100882893RR0001,2016-03-31,17,1,9,,,,,,,,,,1027522
100883248RR0001,2016-03-31,12,9,1,,,,,,,,4,62324,337856
100883289RR0001,2016-03-31,1,,1,,,,,,,,,,56182
100883842RR0001,2016-09-30,1,,1,,,,,,,,35,228538,274298
100884188RR0001,2016-03-31,2,2,,,,,,,,,1,9421,33951
100884329RR0001,2016-03-31,10,9,1,,,,,,,,,,270900
100884584RR0001,2016-06-30,3,1,1,1,,,,,,,11,194507,365770
100884949RR0001,2016-03-31,13,7,3,,,,,,,,11,168152,677905
100884956RR0001,2016-12-31,7,6,1,,,,,,,,4,33570,300876
100885821RR0001,2016-12-31,1,1,,,,,,,,,,,25000
100886381RR0001,2016-03-31,4,4,1,,,,,,,,1,44241,158444
100886407RR0001,2016-03-31,7,5,2,,,,,,,,,,220462
100886415RR0001,2016-03-31,5,4,1,,,,,,,,66,107772,252082
100886522RR0001,2016-04-30,10,9,1,,,,,,,,22,124775,357863
100886530RR0001,2016-06-30,2,8,2,,,,,,,,45,319818,445052
100886993RR0001,2016-03-31,107,,7,3,,,,,,,161,1322434,5689583
100887025RR0001,2016-03-31,92,5,4,1,,,,,,,8,84351,2517176
100887082RR0001,2016-12-31,,,,,,,,,,,,,
100887835RR0001,2016-06-30,24,,9,1,,,,,,,7,162055,1641383
100889997RR0001,2016-06-30,9,6,3,,,,,,,,1,3931,372498
100890011RR0001,2016-06-30,8,7,1,,,,,,,,,,202958
100890094RR0001,2016-03-31,4,2,2,,,,,,,,,,191770
100890227RR0001,2016-06-30,7,4,3,,,,,,,,49,463467,931015
100890920RR0001,2016-12-31,,,,,,,,,,,,,
100891134RR0001,2016-03-31,,15,,,,,,,,,15,62143,62143
100891191RR0001,2016-03-31,4,3,1,,,,,,,,2,31063,213797
100891258RR0001,2016-12-31,2,2,,,,,,,,,16,46874,85500
100891449RR0001,2016-12-31,,,,,,,,,,,,,
100892272RR0001,2016-08-31,,,,,,,,,,,6,18235,18235
100892918RR0001,2016-03-31,3,1,2,,,,,,,,,,135966
100892959RR0001,2016-03-31,13,5,4,1,,,,,,,8,70460,636436
100893379RR0001,2016-03-31,14,5,4,1,,,,,,,,,577023
100893528RR0001,2016-05-31,2,,2,,,,,,,,13,26782,165671
100893700RR0001,2016-05-31,8,4,4,,,,,,,,16,48554,288709
100904085RR0001,2016-03-31,56,4,6,,,,,,,,17,153411,2159746
100909753RR0001,2016-08-31,,,,,,,,,,,,,
100910215RR0001,2016-03-31,9,7,2,,,,,,,,5,39065,366492
100914647RR0001,2016-12-31,35,9,1,,,,,,,,,,740490
100917020RR0001,2016-03-31,1,1,,,,,,,,,1,32885,
100931203RR0001,2016-03-31,111,,6,4,,,,,,,146,3897911,11690809
100952753RR0001,2016-12-31,4,,2,2,,,,,,,8,150610,438503
100957497RR0001,2016-06-30,,,,,,,,,,,,,
100960863RR0001,2016-12-31,1,1,,,,,,,,,1,13370,42891
100977180RR0001,2016-03-31,6,3,3,,,,,,,,3,153525,395555
100987213RR0001,2016-03-31,51,,9,1,,,,,,,,,2625209
101015469RR0001,2016-04-30,,,,,,,,,,,,,
101021483RR0001,2016-12-31,,,,,,,,,,,,,4616
101023059RR0001,2016-03-31,4,3,1,,,,,,,,1,2972,155225
101023703RR0001,2016-03-31,,,,,,,,,,,,,
101024560RR0001,2016-03-31,2,2,,,,,,,,,4,35566,112838
101026615RR0001,2016-11-30,3,2,1,,,,,,,,4,40993,130137
101027613RR0001,2016-03-31,6,5,1,,,,,,,,5,29326,273584
101039329RR0001,2016-06-30,1,1,,,,,,,,,,,24706
101050417RR0001,2016-08-31,18,10,7,1,,,,,,,5,110983,1069153
101051282RR0001,2016-06-30,22,,10,,,,,,,,45,358683,1684867
101051381RR0001,2016-06-30,37,,,10,,,,,,,25,136200,3942020
101051407RR0001,2016-06-30,43,,,7,2,1,,,,,18,518096,4136529
101064061RR0001,2016-06-30,,,,,,,,,,,,,
101065183RR0001,2016-06-30,14,10,,,,,,,,,12,120771,577362
101065548RR0001,2016-12-31,6,5,1,,,,,,,,21,61607,233545
101065571RR0001,2016-08-31,,,,,,,,,,,,,
101065639RR0001,2016-12-31,4,2,,,,,,,,,4,29432,29432
101069029RR0001,2016-10-31,1,,1,,,,,,,,3,22970,86703
101069532RR0001,2016-03-31,,,,,,,,,,,,,
101071777RR0001,2016-12-31,29,,10,,,,,,,,24,162170,1666505
101071934RR0001,2016-03-31,13,12,1,,,,,,,,16,89671,498950
101072049RR0001,2016-12-31,,,,,,,,,,,,,
101072098RR0001,2016-06-30,19,6,3,1,,,,,,,5,13791,690507
101072106RR0001,2016-12-31,1,,,1,,,,,,,7,183799,267285
101072239RR0001,2016-03-31,39,37,2,,,,,,,,21,208993,1399223
101072254RR0001,2016-03-31,,8,2,,,,,,,,144,990000,1271244
101072361RR0001,2016-12-31,4,3,1,,,,,,,,3,13440,204413
101074607RR0001,2016-06-30,8,4,4,,,,,,,,69,283520,626213
101074953RR0001,2016-11-30,24,,8,2,,,,,,,18,219716,1707104
101076099RR0001,2016-03-31,2,2,,,,,,,,,,,75402
101079200RR0001,2016-12-31,5,10,,,,,,,,,18,98447,203233
101094266RR0001,2016-04-30,,,,,,,,,,,,,
101094274RR0001,2016-08-31,,,,,,,,,,,,,
101094282RR0001,2016-08-31,,,,,,,,,,,,,
101098234RR0001,2016-08-31,7,2,4,1,,,,,,,2,50000,645098
101098275RR0001,2016-08-31,,5,1,,,,,,,,57,147967,293765
101136885RR0001,2016-06-30,,,,,,,,,,,,,
101144541RR0001,2016-08-31,,,,,,,,,,,3,64699,64699
101151520RR0001,2016-03-31,1,,1,,,,,,,,4,30722,77722
101157659RR0001,2016-12-31,2,2,,,,,,,,,4,100574,159970
101159564RR0001,2016-12-31,,,,,,,,,,,6,72080,72080
101160604RR0001,2016-12-31,,,,,,,,,,,,,
101161073RR0001,2016-04-30,9,9,1,,,,,,,,78,176614,531165
101161115RR0001,2016-12-31,13,4,5,1,,,,,,,14,59724,673123
101161123RR0001,2016-12-31,2,2,,,,,,,,,,,20629
101161776RR0001,2016-12-31,4,3,1,,,,,,,,22,65384,208820
101161792RR0001,2016-03-31,2,2,,,,,,,,,,,113492
101162147RR0001,2016-12-31,,,,,,,,,,,,,
101171627RR0001,2016-12-31,,,,,,,,,,,,,
101200319RR0001,2016-03-31,2,,2,,,,,,,,2,18340,147834
101203941RR0001,2016-06-30,19,6,3,1,,,,,,,7,179474,1018463
101205888RR0001,2016-03-31,39,,10,,,,,,,,36,,2907084
101205904RR0001,2016-12-31,1,,,,1,,,,,,9,256386,409386
101214716RR0001,2016-12-31,2,1,1,,,,,,,,7,75256,148381
101258010RR0001,2016-06-30,1,,1,,,,,,,,1,22100,72502
101258077RR0001,2016-08-31,5,1,3,1,,,,,,,2,84162,374731
101266781RR0001,2016-12-31,11,9,1,,,,,,,,12,65999,455707
101278349RR0001,2016-03-31,6,5,1,,,,,,,,9,159567,187645
101278414RR0001,2016-06-30,3,2,1,,,,,,,,10,13,184859
101298719RR0001,2016-03-31,,,,,,,,,,,,,
101323392RR0001,2016-12-31,1,1,1,,,,,,,,2,55179,62117
101354322RR0001,2016-03-31,2,1,1,,,,,,,,2,31770,132297
101397644RR0001,2016-03-31,328,,6,3,,1,,,,,352,5168231,15726665
101410512RR0001,2016-12-31,14,12,2,,,,,,,,25,75125,529177
101436061RR0001,2016-10-15,,,,,,,,,,,1,11575,12075
101469609RR0001,2016-03-31,5,,4,,1,,,,,,,,496734
101497618RR0001,2016-12-31,26,,8,2,,,,,,,50,85385776,2111117
101538502RR0001,2016-03-31,,,,,,,,,,,25,525090,525090
101544351RR0001,2016-12-31,1,,1,,,,,,,,15,129471,177585
101546588RR0001,2016-05-31,25,,7,3,,,,,,,11,30822,1427761
101560571RR0001,2016-06-30,24,2,5,1,,,,,,,9,153447,1853841
101562197RR0001,2016-06-30,,,,,,,,,,,,,
101562247RR0001,2016-06-30,1,1,,,,,,,,,11,,162548
101562841RR0001,2016-06-30,40,37,3,,,,,,,,15,167517,1072361
101562874RR0001,2016-06-30,66,,,9,1,,,,,,112,839261,5946435
101563096RR0001,2016-12-31,3,2,1,,,,,,,,13,75295,210811
101569697RR0001,2016-03-31,1,,1,,,,,,,,,,69955
101574093RR0001,2016-03-31,2,2,,,,,,,,,,,71147
101577294RR0001,2016-12-31,5,,4,1,,,,,,,19,196298,520558
101580918RR0001,2016-03-31,18,11,6,1,,,,,,,9,113806,991026
101589380RR0001,2016-12-31,1,,1,,,,,,,,1,4250,62245
101589455RR0001,2016-12-31,,,,,,,,,,,,,
101589489RR0001,2016-12-31,,,,,,,,,,,,,
101630010RR0001,2016-12-31,,,,,,,,,,,26,105927,105927
101630812RR0001,2016-08-31,24,,10,,,,,,,,40,290998,1188693
101630820RR0001,2016-03-31,28,,2,6,1,1,,,,,13,326696,2332522
101633485RR0001,2016-06-30,12,1,8,1,,,,,,,,,524923
101633501RR0001,2016-06-30,8,8,2,,,,,,,,,,360646
101644110RR0001,2016-05-31,,,,,,,,,,,1,26970,26970
101645612RR0001,2016-03-31,,4,1,,,,,,,,,147658,147658
101663995RR0001,2016-12-31,12,6,4,,,,,,,,2,17123,555792
101676864RR0001,2016-06-30,2,1,1,,,,,,,,4,1550,87064
101678969RR0001,2016-03-31,27,,9,1,,,,,,,21,204307,1495480
101688448RR0001,2016-03-31,,,,,,,,,,,,,
101690436RR0001,2016-12-31,37,,8,2,,,,,,,56,840000,2815361
101694578RR0001,2016-12-31,,,,,,,,,,,,,
101717445RR0001,2016-03-31,11,6,4,1,,,,,,,14,55910,648950
101731693RR0001,2016-12-31,1,1,,,,,,,,,,,19989
101736742RR0001,2016-03-31,21,,8,2,,,,,,,14,14998,1505965
101737401RR0001,2016-12-31,25,1,9,,,,,,,,11,91856,1214318
101747103RR0001,2016-12-31,,,,,,,,,,,,,
101755783RR0001,2016-12-31,,,,,,,,,,,,,
101756344RR0002,2016-12-31,,,,,,,,,,,,,
101756351RR0001,2016-03-31,,,,,,,,,,,,,
101758282RR0001,2016-06-30,8,2,6,,,,,,,,1,5972,484705
101787554RR0001,2016-09-30,12,3,7,,,,,,,,93,266909,1092402
101808145RR0001,2016-03-31,34,,8,2,,,,,,,43,392371,2291303
101816197RR0001,2016-09-30,,,,,,,,,,,,,
101835007RR0001,2016-04-30,4,,2,1,1,,,,,,,,237746
101835148RR0001,2016-06-30,,,,,,,,,,,,,
101835155RR0001,2016-12-31,2,,1,1,,,,,,,,,168573
101835163RR0001,2016-12-31,4,2,1,1,,,,,,,,,291455
101835171RR0001,2016-03-31,2,1,1,,,,,,,,,,92709
101835221RR0001,2016-11-30,,,,,,,,,,,,,
101835247RR0001,2016-03-31,4,2,1,1,,,,,,,,,239210
101835338RR0001,2016-12-31,,,,,,,,,,,,,
101835361RR0001,2016-06-30,,,,,,,,,,,,,
101835395RR0001,2016-08-31,,,,,,,,,,,,,
101835445RR0001,2016-12-31,5,2,2,1,,,,,,,8,,297659
101835460RR0001,2016-03-31,2,1,1,,,,,,,,,,83974
101835486RR0001,2016-12-31,,,,,,,,,,,,,
101835502RR0001,2016-04-30,8,,6,2,,,,,,,12,50987,645724
101835528RR0001,2016-12-30,,,,,,,,,,,,,
101835544RR0001,2016-03-31,4,2,2,,,,,,,,7,97143,243895
101835585RR0001,2016-12-31,,,,,,,,,,,,,
101835635RR0001,2016-06-30,,,,,,,,,,,,,
101835643RR0001,2016-12-31,,,,,,,,,,,,,
101835650RR0001,2016-12-31,1,1,,,,,,,,,,,19496
101835684RR0001,2016-03-31,,,,,,,,,,,5,15594,15594
101835692RR0001,2016-03-31,,,,,,,,,,,,,
101835718RR0001,2016-12-31,,,,,,,,,,,,,
101835767RR0001,2016-12-31,,,,,,,,,,,,,
101835783RR0001,2016-05-31,,,,,,,,,,,,,
101835841RR0001,2016-03-31,17,8,1,1,,,,,,,23,207947,834224
101835866RR0001,2016-03-31,7,5,2,,,,,,,,48,296873,564325
101836054RR0001,2016-08-31,,,,,,,,,,,,,
101836252RR0001,2016-03-31,,,,,,,,,,,,,
101836260RR0001,2016-03-31,,,,,,,,,,,,,
101836294RR0001,2016-12-31,2,,1,1,,,,,,,,,147006
101836302RR0001,2016-12-31,,,,,,,,,,,,,
101836369RR0001,2016-03-31,,,,,,,,,,,,,
101836377RR0001,2016-12-31,,,,,,,,,,,,,
101836401RR0001,2016-12-31,,,,,,,,,,,,,
101836526RR0001,2016-03-31,,,,,,,,,,,,,
101836542RR0001,2016-03-31,11,6,5,,,,,,,,2,33371,548380
101836583RR0001,2016-06-30,,,,,,,,,,,,,
101836633RR0001,2016-12-31,50,10,9,1,,,,,,,17,,1320393
101836641RR0001,2016-12-31,11,6,4,,1,,,,,,19,303915,762740
101836773RR0001,2016-03-31,9,4,5,,,,,,,,6,22935,412048
101836823RR0001,2016-03-31,8,7,1,,,,,,,,,,316024
101836880RR0001,2016-12-31,1,1,,,,,,,,,,,24266
101837078RR0001,2016-12-31,,,,,,,,,,,,,
101837219RR0001,2016-12-31,,,,,,,,,,,,,
101837276RR0001,2016-06-30,,,,,,,,,,,,,
101837318RR0001,2016-04-30,,,,,,,,,,,,,
101837342RR0001,2016-06-30,2,,2,,,,,,,,,,75623
101837367RR0001,2016-12-31,1,1,,,,,,,,,,,27973
101837748RR0001,2016-06-30,,,,,,,,,,,,,
101837847RR0001,2016-03-31,,,,,,,,,,,,,
101837862RR0001,2016-03-31,,,,,,,,,,,,,
101837896RR0001,2016-03-31,19,,4,5,1,,,,,,3,15397,1667653
101838126RR0001,2016-08-31,,,,,,,,,,,,,
101851202RR0001,2016-08-31,1,,,,,,,,,,1,3844,40852
101864783RR0001,2016-12-31,5,5,2,,,,,,,,2,45127,260394
101885226RR0001,2016-12-31,8,7,1,,,,,,,,9,473814,203793
101894277RR0001,2016-06-30,,,,,,,,,,,,,
101894319RR0001,2016-12-31,12,1,6,3,,,,,,,6,54338,774885
101894426RR0001,2016-10-31,4,2,2,,,,,,,,31,182415,349177
101943157RR0001,2016-07-31,8,6,2,,,,,,,,6,33245,433581
101944197RR0001,2016-03-31,23,11,11,1,,,,,,,,,
101944213RR0001,2016-03-31,15,3,12,,,,,,,,20,245248,830767
101944296RR0001,2016-03-31,33,,9,1,,,,,,,21,184174,1654895
101944536RR0001,2016-03-31,48,34,14,,,,,,,,16,350433,1504614
101944577RR0001,2016-03-31,43,,,,,,,,,,10,,2044421
101944643RR0001,2016-03-31,33,25,7,1,,,,,,,42,235228,1324294
101944650RR0001,2016-03-31,18,6,4,,,,,,,,20,289738,903345
101944684RR0001,2016-03-31,18,6,4,,,,,,,,8,155355,986450
101944817RR0001,2016-03-31,43,,9,1,,,,,,,36,537152,2428612
101944866RR0001,2016-03-31,27,,10,,,,,,,,,,997976
101944882RR0001,2016-03-31,13,6,4,,,,,,,,10,66210,764568
101944916RR0001,2016-03-31,62,,9,1,,,,,,,28,371877,3346075
101944981RR0001,2016-03-31,31,9,22,,,,,,,,17,92396,1794950
101944999RR0001,2016-03-31,8,3,4,1,,,,,,,22,236419,753732
101945020RR0001,2016-03-31,12,2,10,,,,,,,,51,134417,746268
101945079RR0001,2016-03-31,30,,9,1,,,,,,,43,232712,1729057
101945285RR0001,2016-03-31,15,7,8,,,,,,,,9,,980121
101945293RR0001,2016-03-31,,,,,,,,,,,,,1064320
101945384RR0001,2016-03-31,50,5,4,1,,,,,,,42,435383,2659636
101945418RR0001,2016-03-31,48,41,6,1,,,,,,,25,200632,1346511
101945467RR0001,2016-03-31,50,45,13,,,,,,,,35,184907,
101945491RR0001,2016-03-31,38,,9,1,,,,,,,15,259709,2230929
101945541RR0001,2016-03-31,28,,10,,,,,,,,27,680486,1935826
101945558RR0001,2016-03-31,20,10,10,,,,,,,,15,316348,1074983
101945566RR0001,2016-03-31,22,,10,,,,,,,,16,147166,971114
101945616RR0001,2016-03-31,28,3,6,1,,,,,,,20,394677,1597669
101945632RR0001,2016-03-31,25,4,20,1,,,,,,,74,330108,1381854
101945715RR0001,2016-03-31,14,,9,1,,,,,,,24,198331,1039141
101945731RR0001,2016-03-31,11,4,5,1,,,,,,,20,481148,935021
101945756RR0001,2016-03-31,13,2,7,1,,,,,,,28,106147,817317
101945764RR0001,2016-03-31,10,2,7,1,,,,,,,8,184257,749023
101945822RR0001,2016-03-31,39,33,5,1,,,,,,,,,1633629
101945830RR0001,2016-03-31,28,,9,1,,,,,,,25,191630,1622984
101945962RR0001,2016-03-31,22,15,7,,,,,,,,21,108947,945097
101946135RR0001,2016-03-31,16,6,4,,,,,,,,11,91848,781203
101946200RR0001,2016-03-31,13,,9,1,,,,,,,22,320320,1004490
101946309RR0001,2016-03-31,19,2,7,1,,,,,,,8,138563,1171102
101946333RR0001,2016-03-31,28,4,6,,,,,,,,14,110132,1181614
101946341RR0001,2016-03-31,40,,10,,,,,,,,25,460964,2052660
101946374RR0001,2016-03-31,13,5,5,1,,,,,,,21,256961,778019
